# file...... R5-12.47-3_capacitor6.csv
# date...... Tue Aug 10 17:19:55 2021
# user...... solal
# host...... (null)
# target.... capacitor 13
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,switchA,switchB,switchC,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4098.71,-6454.18,+0,+0
2000-01-01 00:01:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4161.75,-6566.08,+0,+0
2000-01-01 00:02:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4226.12,-6679.11,+0,+0
2000-01-01 00:03:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4292.72,-6794.11,+0,+0
2000-01-01 00:04:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.93,-6791.59,+0,+0
2000-01-01 00:05:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.85,-6791.99,+0,+0
2000-01-01 00:06:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:07:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:08:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:09:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:10:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:11:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:12:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:13:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:14:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:15:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:16:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:17:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:18:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:19:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:20:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:21:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:22:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:23:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:24:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:25:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:26:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:27:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:28:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:29:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:30:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:31:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:32:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:33:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:34:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
2000-01-01 00:35:00 EST,CLOSED,CLOSED,CLOSED,+0,+0,-4290.4,-6791.33,+0,+0
