# file...... R2-25.00-1_capacitor4.csv
# date...... Tue Aug 10 17:17:29 2021
# user...... solal
# host...... (null)
# target.... capacitor 5
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,switchA,switchB,switchC,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 EST,OPEN,OPEN,OPEN,+14290.3,-81.895,-7195.23,-12333.8,-7047.25,+12403
2000-01-01 00:01:00 EST,OPEN,OPEN,OPEN,+14473.4,-80.8738,-7286.16,-12492.9,-7140.04,+12561.3
2000-01-01 00:02:00 EST,OPEN,OPEN,OPEN,+14661.3,-79.8525,-7379.43,-12656.1,-7235.17,+12723.6
2000-01-01 00:03:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:04:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:05:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:06:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:07:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:08:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:09:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:10:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:11:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:12:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:13:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:14:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:15:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:16:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:17:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:18:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:19:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
2000-01-01 00:20:00 EST,OPEN,OPEN,OPEN,+14853.9,-78.8314,-7475.13,-12823.4,-7332.71,+12890.1
